Laser Intensity (mA),k_equipartition,err_k_eq,k_potential,err_k_potential,err_k_cov,PSD_I_k,err_PSD_I_k,PSD_II_drag,err_PSD_II_drag,PSD_II_k_b,err_PSD_II_k_b,PSD_II_f0,err_PSD_II_f0,PSD_II_k,err_PSD_II_k,PSD_III_f0,err_PSD_III_f0,PSD_III_k,err_PSD_III_k,PSD_III_drag,err_PSD_III_drag
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],3.1912208584169332e-09,4.948812088346807e-10,7.258009803282514e-23,1.999583892338629e-14,442.98480567601615,36.612023304232146,8.88230251836308e-06,1825942090.4997475,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
250.0,1.3370303795945996e-05,[3.33479303e-07],1.3364013549659456e-05,[3.33322413e-07],2.3889223237416403e-07,2.3083339173958002e-05,[4.42785204e-07],2.4942092206282404e-09,4.956042214300294e-10,9.286274817393116e-23,3.27809568511769e-14,551.0232304814031,58.119609816910014,8.635403937492046e-06,3708599549.8820195,551.180702847867,58.16972883578718,8.633515507717116e-06,8.24181732579896e-07,2.4929513355858064e-09,3.547633970553574e-10
300.0,1.6055402799878424e-05,[4.68412338e-07],1.707574910284702e-05,[4.98180685e-07],3.1554447179267826e-07,2.7421884499019353e-05,[5.91079906e-07],2.7378853090466457e-09,6.204400770803734e-10,8.459781787899258e-23,3.405820304353838e-14,617.7418821396172,74.16832301773049,1.062679167254221e-05,4311449858.803086,617.5651171458435,74.14123607127064,1.0628895590005594e-05,1.1590049535625526e-06,2.73921117917925e-09,4.4425354410829745e-10
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.453902670679116e-08,1.5291284114311987e-09,6.706011860570344e-24,5.27443758243351e-16,53.41219847276741,1.3975526106400766,1.1591253866706241e-05,6439886.337926739,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.454113161226286e-08,1.52845661433735e-09,6.705603202243309e-24,5.271477809189363e-16,53.410231395741256,1.3970778230471739,1.1591533358888543e-05,6437306.221405965,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.454197833877317e-08,1.5281871245564953e-09,6.705438827987056e-24,5.270289978311164e-16,53.409441048668434,1.3968978836092616,1.1591645976863373e-05,6436319.338474733,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.3552175988163e-11,4.5203840590540006e-13,6.903251903245e-21,1.6522902592101925e-13,55.0,6.120647630015885e-26,1.159479965560012e-08,1.5621325886488286e-10,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.3548854654873496e-07,5.203427007841877e-08,6.903935324500001e-25,1.9023326445272633e-16,55.0,7.047587696669643e-33,0.00011593651885211253,1.7981752867459435e-05,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.3220009445880185e-07,5.098408184581117e-08,6.972277450000001e-25,1.901023517141854e-16,55.0,7.112453895580503e-33,0.0001148001113900968,1.7618833867450322e-05,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.322000944588018e-09,4.0394932894969575e-11,6.972277450000001e-23,1.506190062202982e-15,55.0,5.63523137542763e-30,1.1480011139009677e-06,1.39594866867598e-08,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.322000944588018e-09,4.0394932894969575e-11,6.972277450000001e-23,1.506190062202982e-15,55.0,5.63523137542763e-30,1.1480011139009677e-06,1.39594866867598e-08,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.35186908494895e-08,3.1199866702597646e-10,6.910148245e-24,1.1426968567458892e-16,55.0,4.237168265961205e-32,1.15832280223774e-05,1.0781899922844773e-07,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.3220009445880185e-07,5.098408184581117e-08,6.972277450000001e-25,1.901023517141854e-16,55.0,7.112453895580503e-33,0.0001148001113900968,1.7618833867450322e-05,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.050200867303544e-08,2.600093050841821e-10,7.593569500000001e-24,1.1499644111800993e-16,55.0,4.6858424884821163e-32,1.0540737500363433e-05,8.985276549891991e-08,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],3.7280232822598874e-08,3.9156806209310275e-10,6.2129205000000016e-24,1.159317575322458e-16,55.0,3.8650536802720743e-32,1.2883123611555308e-05,1.353162081977292e-07,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],4.7931727914769984e-08,7.02805859404261e-10,4.832271500000001e-24,1.2587561136452516e-16,55.0,3.264000627956745e-32,1.6564016071999684e-05,2.4287226972847166e-07,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],1.1184069846779663e-07,5.015161110945035e-09,2.0709735000000003e-24,1.6498236994193798e-16,55.0,1.8334513611863957e-32,3.864937083466592e-05,1.7331152632985562e-06,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
100.0,8.138407078973267e-06,[2.29565629e-07],8.674014916834654e-06,[2.44673887e-07],1.8993981289693258e-07,8.558534263192855e-06,[4.46874349e-08],8.388052385084747e-08,2.624280068113739e-09,2.7612980000000003e-24,1.5347594063534285e-16,55.0,2.274107004462684e-32,2.898702812599944e-05,9.068860881243069e-07,53.40988166963091,1.3969953299788702,-1.1591583021276705e-05,2.2516503555609257e-07,-3.454150577430072e-08,1.1253686110464658e-09
150.0,1.0550676266115776e-05,[2.69403306e-07],1.0545544521287804e-05,[2.69272271e-07],2.3927780194163914e-07,1.5250127670575776e-05,[1.63414402e-07],3.1735635039845983e-09,3.6799492805924054e-10,7.298392562729115e-23,1.5034875521777997e-14,345.09076188910893,21.44457238045805,6.881140014992625e-06,1075450260.4269915,344.99612882113024,21.45579658008084,6.8827337386529e-06,3.8105065373992105e-07,3.175169240985635e-09,2.643767174847758e-10
150.0,1.0550676266115776e-05,[2.69403306e-07],1.0545544521287804e-05,[2.69272271e-07],2.3927780194163914e-07,1.5250127670575776e-05,[1.63414402e-07],3.1735635039845983e-09,3.6799492805924054e-10,7.298392562729115e-23,1.5034875521777997e-14,345.09076188910893,21.44457238045805,6.881140014992625e-06,1075450260.4269915,344.99612882113024,21.45579658008084,6.8827337386529e-06,3.8105065373992105e-07,3.175169240985635e-09,2.643767174847758e-10
150.0,1.0550676266115776e-05,[2.69403306e-07],1.0545544521287804e-05,[2.69272271e-07],2.3927780194163914e-07,1.5250127670575776e-05,[1.63414402e-07],3.1750440874140577e-09,3.686557369245466e-10,7.294989183502697e-23,1.5047829662084883e-14,345.00354031163454,21.45493521008456,6.882610301150955e-06,1075468213.4768114,344.99612882113024,21.45579658008084,6.8827337386529e-06,3.8105065373992105e-07,3.175169240985635e-09,2.643767174847758e-10
150.0,1.0550676266115776e-05,[2.69403306e-07],1.0545544521287804e-05,[2.69272271e-07],2.3927780194163914e-07,1.5250127670575776e-05,[1.63414402e-07],3.1735416933747377e-09,3.6798520236589703e-10,7.298442721954414e-23,1.5034684820700243e-14,345.0920484292188,21.44441893449964,6.881118377265086e-06,1075449956.2064023,344.99612882113024,21.45579658008084,6.8827337386529e-06,3.8105065373992105e-07,3.175169240985635e-09,2.643767174847758e-10
150.0,1.0550676266115776e-05,[2.69403306e-07],1.0545544521287804e-05,[2.69272271e-07],2.3927780194163914e-07,1.5250127670575776e-05,[1.63414402e-07],8.388052385084747e-08,1.5908233595941033e-09,2.7612980000000003e-24,9.303622523562125e-17,55.0,1.378550479008487e-32,2.898702812599944e-05,5.497490877625854e-07,344.99612882113024,21.45579658008084,6.8827337386529e-06,3.8105065373992105e-07,3.175169240985635e-09,2.643767174847758e-10
150.0,1.0550676266115776e-05,[2.69403306e-07],1.0545544521287804e-05,[2.69272271e-07],2.3927780194163914e-07,1.5250127670575776e-05,[1.63414402e-07],8.388052385084747e-08,1.5908233595941033e-09,2.7612980000000003e-24,9.303622523562125e-17,55.0,1.378550479008487e-32,2.898702812599944e-05,5.497490877625854e-07,344.99612882113024,21.45579658008084,6.8827337386529e-06,3.8105065373992105e-07,3.175169240985635e-09,2.643767174847758e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],8.388052385084747e-08,1.4140511117206753e-09,2.7612980000000003e-24,8.26980424516096e-17,55.0,1.2253659877462711e-32,2.898702812599944e-05,4.886609842820369e-07,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.1184069846779663e-07,2.355101200886067e-09,2.0709735000000003e-24,7.747511375603062e-17,55.0,8.609820119804563e-33,3.864937083466592e-05,8.138645494280584e-07,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],3.0502008673035443e-07,1.7396988745189583e-08,7.593569500000002e-25,7.694308444919507e-17,55.0,3.13525506374757e-33,0.00010540737500363434,6.0119677240119106e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],2.8434075881643204e-07,1.5071526956938257e-08,8.145829100000001e-25,7.670636603278118e-17,55.0,3.3529263704242706e-33,9.826111229152352e-05,5.208345820292754e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],2.5809391954106917e-07,1.2366765701049405e-08,8.974218500000001e-25,7.639289644099813e-17,55.0,3.678806368636532e-33,8.919085577230598e-05,4.273647430259134e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],2.0970130962711867e-07,8.103964913407046e-09,1.1045192e-24,7.583115250987335e-17,55.0,4.4944674546925264e-33,7.24675703149986e-05,2.8005292300599924e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.864011641129944e-07,6.386602996487586e-09,1.2425841000000001e-24,7.563539335518805e-17,55.0,5.043223041071606e-33,6.441561805777655e-05,2.207051556067596e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.864011641129944e-07,1.1587924246182714e-08,1.2425841000000001e-24,1.3723370765525462e-16,77.5,6.721812475779894e-33,9.076746180868513e-05,5.642703340735212e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.864011641129944e-07,1.4716697374246747e-08,1.2425841000000001e-24,1.7428720642297393e-16,88.5,7.554279021070154e-33,0.00010365058542024044,8.183394699018687e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.7216881450111522e-07,1.2505829734582411e-08,1.3453024197178119e-24,1.7360247935875955e-16,88.5,8.146622032806557e-33,9.573651805807224e-05,6.954015439353975e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.758476353237886e-07,1.3059835175291099e-08,1.3171580176316654e-24,1.7378689371574978e-16,88.5,7.984663552547871e-33,9.778217015333017e-05,7.262076757150491e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.496303515118783e-07,9.377566464904557e-09,1.5479421147380684e-24,1.7234677000969517e-16,88.5,9.305925802851996e-33,8.320373751228822e-05,5.214507422900867e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.3491261201890668e-07,7.581575807821486e-09,1.7168085272549485e-24,1.7139840277212156e-16,88.5,1.0264324013719992e-32,7.501976333075168e-05,4.215825446306036e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.3491261201890668e-07,7.581575807821486e-09,1.7168085272549485e-24,1.7139840277212156e-16,88.5,1.0264324013719992e-32,7.501976333075168e-05,4.215825446306036e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.3491261201890668e-07,7.581575807821486e-09,1.7168085272549485e-24,1.7139840277212156e-16,88.5,1.0264324013719992e-32,7.501976333075168e-05,4.215825446306036e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.2939731655901428e-07,6.9587898865989615e-09,1.78998397267893e-24,1.7101553902234393e-16,88.5,1.0677914442151148e-32,7.195291765999769e-05,3.869517923853722e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.2661029743312782e-07,6.654500099692782e-09,1.829386135599535e-24,1.7081647987932745e-16,88.5,1.0900260371205466e-32,7.040316251039774e-05,3.7003139668918084e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.2661029743312782e-07,6.654500099692782e-09,1.829386135599535e-24,1.7081647987932745e-16,88.5,1.0900260371205466e-32,7.040316251039774e-05,3.7003139668918084e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
200.0,1.3746492285191251e-05,[4.20296149e-07],1.5285615229700898e-05,[4.67354514e-07],4.906362470353917e-07,2.031152824415367e-05,[2.91719424e-07],1.2661029743312782e-07,6.654500099692782e-09,1.829386135599535e-24,1.7081647987932745e-16,88.5,1.0900260371205466e-32,7.040316251039774e-05,3.7003139668918084e-06,442.8265958711324,36.610646828170566,8.885008560295782e-06,6.604271663393133e-07,3.193333564356183e-09,3.550229259705627e-10
150.0,1.0550676266115776e-05,[2.69403306e-07],1.0545544521287804e-05,[2.69272271e-07],2.3927780194163914e-07,1.5250127670575776e-05,[1.63414402e-07],8.388052385084747e-08,1.5908233595941033e-09,2.7612980000000003e-24,9.303622523562125e-17,55.0,1.378550479008487e-32,2.898702812599944e-05,5.497490877625854e-07,344.99612882113024,21.45579658008084,6.8827337386529e-06,3.8105065373992105e-07,3.175169240985635e-09,2.643767174847758e-10
