Root Name,Title,Author,Date/Time,Groups,Description,,,,,,,,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/20/2021 02:08:06.072 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/20/2021 02:08:06.072 PM,
,,,,,,,,,,,,,
QPD-CAL-300-0.3,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/20/2021 02:08:40.788 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/20/2021 02:08:40.788 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/20/2021 02:08:40.788 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/20/2021 02:08:40.788 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/20/2021 02:08:40.788 PM,
