Root Name,Title,Author,Date/Time,Groups,Description,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 05:16:03.729 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 05:16:03.729 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 05:16:03.729 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 05:16:03.729 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 05:16:03.729 PM,
,,,,,,,,,,,,,
QPD_CAL_X_300_2_10,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 05:16:22.292 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 05:16:22.292 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 05:16:22.292 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 05:16:22.292 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 05:16:22.292 PM,
,,,,,,,,,,,,,
TRP_free_100,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:09:32.334 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:09:32.334 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:09:32.334 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:09:32.334 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:09:32.334 PM,
,,,,,,,,,,,,,
TRP_free_100 #1,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:10:38.175 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:10:38.175 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:10:38.175 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:10:38.175 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:10:38.175 PM,
,,,,,,,,,,,,,
TRP_free_100 #2,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:10:53.417 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:10:53.417 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:10:53.417 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:10:53.417 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:10:53.417 PM,
,,,,,,,,,,,,,
TRP_free_150,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:13:09.545 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:13:09.545 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:13:09.545 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:13:09.545 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:13:09.545 PM,
,,,,,,,,,,,,,
TRP_free_150 #1,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:13:20.721 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:13:20.721 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:13:20.721 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:13:20.721 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:13:20.721 PM,
,,,,,,,,,,,,,
TRP_free_150 #2,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:13:59.116 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:13:59.116 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:13:59.116 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:13:59.116 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:13:59.116 PM,
,,,,,,,,,,,,,
TRP_free_150 #3,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:14:10.823 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:14:10.823 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:14:10.823 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:14:10.823 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:14:10.823 PM,
,,,,,,,,,,,,,
TRP_free_200,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:17:01.950 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:17:01.950 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:17:01.950 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:17:01.950 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:17:01.950 PM,
,,,,,,,,,,,,,
TRP_free_200 #1,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:17:38.910 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:17:38.910 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:17:38.910 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:17:38.910 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:17:38.910 PM,
,,,,,,,,,,,,,
TRP_free_250,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:19:33.299 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:19:33.299 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:19:33.299 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:19:33.299 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:19:33.299 PM,
,,,,,,,,,,,,,
TRP_free_250 #1,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:19:43.538 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:19:43.538 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:19:43.538 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:19:43.538 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:19:43.538 PM,
,,,,,,,,,,,,,
TRP_free_300,,,,,,,,,,,,,
Channel,Datatype,Unit,Length,Minimum,Maximum,Description,NI_ChannelName,NI_UnitDescription,wf_increment,wf_samples,wf_start_offset,wf_start_time,Start Index
Dev1/ai0,DT_DOUBLE,Volts,500000,,,,Dev1/ai0,Volts,1E-05,1,0,02/22/2021 06:20:57.863 PM,
Dev1/ai1,DT_DOUBLE,Volts,500000,,,,Dev1/ai1,Volts,1E-05,1,0,02/22/2021 06:20:57.863 PM,
Dev1/ai2,DT_DOUBLE,Volts,500000,,,,Dev1/ai2,Volts,1E-05,1,0,02/22/2021 06:20:57.863 PM,
Dev1/ai3,DT_DOUBLE,Volts,500000,,,,Dev1/ai3,Volts,1E-05,1,0,02/22/2021 06:20:57.863 PM,
Dev1/ai4,DT_DOUBLE,Volts,500000,,,,Dev1/ai4,Volts,1E-05,1,0,02/22/2021 06:20:57.863 PM,
